"GEOID","PopulationValue","CENTLAT","CENTLON"
201759657002,1781,37.0654344,-100.931296
201759657003,1244,37.0582252,-100.9314433
201759658001,1130,37.0463431,-100.9583637
201759658002,959,37.0454055,-100.9373548
201759658003,1388,37.0472287,-100.9286842
201759658004,941,37.0418518,-100.9294016
201759659003,1432,37.0305199,-100.9264761
201759659001,1555,37.0374235,-100.9321275
201759659002,1205,37.0301246,-100.9358905
201759659004,1107,37.0214463,-100.9268987
201759659005,1146,37.0110411,-100.930866
201759660002,948,37.0395772,-100.9136465
201759660001,1499,37.0472717,-100.9184916
201759660003,1824,37.036538,-100.8990076
201770004002,988,39.0396435,-95.6942506
201770004001,676,39.0441693,-95.6909834
201770004003,1102,39.0398303,-95.6880986
201770004004,1272,39.0333113,-95.6898826
201770005002,556,39.0472473,-95.6872391
201770005003,821,39.050284,-95.6928849
201770005001,766,39.050903,-95.6855723
201770006002,565,39.0550187,-95.683019
201770006001,1016,39.062248,-95.6818943
201770006003,560,39.0565194,-95.6892675
201770007001,1080,39.084117,-95.6713631
201770007002,1677,39.0855229,-95.70125
201770008003,857,39.0740478,-95.6637222
201770008004,861,39.0665911,-95.6638825
201770008001,866,39.0919696,-95.6272266
201770008002,756,39.0776469,-95.6572785
201770009001,777,39.0681475,-95.6338423
201770009003,1463,39.0766381,-95.640242
201770009002,865,39.0632495,-95.6115497
201770010001,753,39.0590659,-95.6379684
201770010002,840,39.0606582,-95.6485617
201770010003,546,39.0561188,-95.6494928
201770010004,1021,39.0626857,-95.6498786
201770011001,1005,39.0495399,-95.6378441
201770011002,956,39.0505822,-95.6497852
201770011003,1077,39.0469589,-95.6558191
201770012001,738,39.0405327,-95.6587066
201770012002,1488,39.0336157,-95.6625443
201770013001,983,39.0279563,-95.6605954
201770013002,1687,39.0234331,-95.6607536
201770013003,779,39.0179548,-95.6562333
201770013004,632,39.0179958,-95.6655369
201770015002,766,39.0216388,-95.6860626
201770015003,717,39.0219623,-95.6742705
201770015001,654,39.0259496,-95.6924754
201770016011,1494,39.0264012,-95.7045052
201770016012,1123,39.0215448,-95.7123211
201770016031,1448,39.012898,-95.7201908
201770016032,1423,39.0084749,-95.7227579
201770016042,782,39.0118221,-95.7138213
201770016043,1373,39.0119307,-95.7047139
201770016041,1384,39.0046108,-95.7096998
201770018004,910,39.0414117,-95.7084427
201770018001,1014,39.0421778,-95.6994586
201770018002,1571,39.0338326,-95.7036224
201770018003,583,39.0420194,-95.7040394
201770019001,1056,39.0408398,-95.7141695
201770019002,776,39.0335489,-95.7144513
201770019003,638,39.0330006,-95.7209331
201770019004,679,39.0410493,-95.7207853
201770021004,1295,39.0543779,-95.7066633
201770021001,820,39.0537689,-95.6988496
201770021002,529,39.0477112,-95.7003053
201770021003,556,39.0476944,-95.7072475
201770022001,712,39.0685805,-95.6960615
201770022002,1057,39.0614383,-95.6925231
201770022003,762,39.0619868,-95.6999053
201770024011,1370,39.0583708,-95.7331359
201770024012,1179,39.0475238,-95.7339312
201770024013,733,39.0599907,-95.7610051
201770024021,1516,39.0473188,-95.7524318
201770024022,1122,39.0537432,-95.7504618
201770025003,1269,39.0329513,-95.7388653
201770025001,918,39.0402632,-95.7340407
201770025002,637,39.0338214,-95.730361
201770026011,1447,39.0403281,-95.7512458
201770026012,1211,39.0329863,-95.749458
201770026013,1314,39.0228856,-95.7476092
201770026021,1812,39.0075027,-95.7573209
201770026022,1887,39.0073533,-95.748265
201770026023,1087,39.0178538,-95.7556596
201770026024,1418,39.0295821,-95.7582739
201770027011,920,39.0277105,-95.7277699
201770027012,1033,39.0254658,-95.7389772
201770027013,1132,39.0208866,-95.7337106
201770027014,1431,39.014802,-95.7341278
201770027021,1373,39.0035431,-95.7240854
201770027022,1931,39.0061053,-95.7375037
201770027023,1002,38.9920418,-95.7466873
201770028004,1319,39.0060814,-95.6993893
201770028001,1208,39.010005,-95.691361
201770028002,796,39.003079,-95.6923031
201770028003,682,38.9983359,-95.6953741
201770029004,723,39.0082132,-95.6818226
201770029001,824,39.0094885,-95.6728805
201770029002,568,39.0029592,-95.6743613
201770029003,1116,38.9964159,-95.6795241
201770030011,1683,39.0119382,-95.6580681
201770030012,1693,39.003586,-95.6633498
201770030023,1014,38.9976211,-95.6297988
201770030021,1986,39.0065661,-95.6406468
201770030022,2475,38.9927112,-95.6602434
201770031001,1989,39.0384255,-95.6254167
201770031002,1210,39.0389865,-95.6449245
201770031003,1235,39.0208219,-95.6237041
201770031004,2192,39.0262727,-95.6391517
201770033011,676,39.1108278,-95.6622603
201770033012,1941,39.1096939,-95.6324669
201770033021,962,39.1873368,-95.6269257
201770033022,2673,39.1394057,-95.6257407
201770034011,2681,39.1204235,-95.6825777
201770034012,2381,39.1127391,-95.7157526
201770034022,2590,39.1825993,-95.6928467
201770034021,2229,39.149584,-95.7169702
201770035002,842,39.1632411,-95.9926803
201770035001,2268,39.1434022,-95.7893121
201770035003,1461,39.0937301,-95.8710783
201770035004,1632,39.1618681,-95.9026932
201770036011,1407,39.0262894,-95.8943987
201770036012,2105,38.915741,-95.8588564
201770036013,1477,38.9199198,-95.8307305
201770036041,1111,38.9828305,-95.8140201
201770036042,2999,38.9930338,-95.7889505
201770036051,2733,39.0042367,-95.7705414
201770036052,2028,38.9720647,-95.7554262
201770036062,753,39.0182797,-95.7774143
201770036064,854,39.0173316,-95.7701906
201770036061,1716,39.0250475,-95.7712831
201770036063,1240,39.0179276,-95.7648125
201770036072,2083,39.0462056,-95.7979473
201770036071,2576,39.0215188,-95.7894895
201770036073,2155,39.0290514,-95.8206074
201770037011,2837,38.9875577,-95.7043066
201770037012,1430,38.9968356,-95.7214356
201770037013,720,38.9787858,-95.678943
201770037022,2931,38.9379202,-95.7038403
201770037021,806,38.957687,-95.674343
201770039014,2055,39.007815,-95.6049433
201770039011,933,39.040344,-95.5742289
201770039012,2610,39.0227958,-95.5999656
201770039013,1657,39.0191657,-95.5436009
201770039021,2713,38.947759,-95.5652095
201770039022,1781,38.8992093,-95.6528298
201770040004,346,39.0420342,-95.6812874
201770040001,596,39.0565581,-95.6674907
201770040002,790,39.0484562,-95.6726801
201770040003,749,39.0381483,-95.6766629
201770041002,918,39.0503525,-95.7140371
201770041004,890,39.0530983,-95.720976
201770041001,1230,39.0645353,-95.7152487
201770041003,738,39.0467536,-95.7211168
201799528002,1085,39.3498557,-100.4416943
201799528001,1362,39.364021,-100.4466993
201814536002,814,39.353611,-101.8853341
201814536001,737,39.3481117,-101.5507829
201814537002,877,39.346102,-101.7114072
201814537001,1097,39.3586093,-101.7167551
201814537003,758,39.3454535,-101.7213044
201814537004,1644,39.3688158,-101.7064381
201834758001,836,39.777844,-98.813868
201834758002,906,39.7815363,-98.7622982
201834759001,678,39.8932591,-98.7898788
201834759002,1150,39.6706217,-98.7804714
201854706001,781,38.0545158,-98.617875
201854706002,1034,37.9620925,-98.6003765
201854707002,1261,37.9925877,-98.7572331
201854707001,996,38.0005933,-98.8662148
201879641001,627,37.5630118,-101.7842275
201879641002,1457,37.5701691,-101.752706
201899651001,1335,37.1926841,-101.3108698
201899652001,1272,37.2007543,-101.3287237
201899652002,832,37.1703177,-101.374324
201899652003,861,37.1759505,-101.345778
201899652004,950,37.1557538,-101.3300946
201919621001,1008,37.4676978,-97.2441467
201919621003,955,37.3998836,-97.275754
201919621004,635,37.3853353,-97.2765452
201919621005,1151,37.3960234,-97.2039736
201919621002,999,37.4324837,-97.2935226
201919622001,1225,37.4125348,-97.3835932
201919622002,675,37.3668531,-97.5323429
201919622003,597,37.4048692,-97.6248329
201919622004,770,37.4022643,-97.6507014
201919622005,1018,37.362608,-97.7085546
201919622006,556,37.2702453,-97.7539592
201919623001,747,37.1396223,-97.6021591
201919623002,575,37.0406585,-97.4563339
201919623003,1111,37.0283651,-97.6142464
201919624001,956,37.2806634,-97.4004516
201919624002,684,37.2769043,-97.437477
201919624003,1714,37.2786264,-97.4129695
201919624004,910,37.2744619,-97.3977091
201919625004,1325,37.2744486,-97.3671436
201919625001,1033,37.2793987,-97.386656
201919625002,795,37.2648724,-97.4007258
201919625003,752,37.2571113,-97.397859
201919626001,1105,37.2860342,-97.1681963
201919626002,1086,37.166115,-97.2496352
201939531001,1043,39.4240686,-101.0163118
201939531005,1571,39.3574763,-101.0170478
201939531002,1367,39.4273353,-101.0935322
201939531003,1245,39.3589,-101.0916265
201939531004,852,39.3920194,-101.0488181
201939534001,970,39.3476677,-100.8787064
201939534002,882,39.3482304,-101.2326441
201959558001,924,39.0079536,-99.8927386
201959558002,870,38.9113186,-99.872663
201959558003,1014,39.0090578,-99.859696
201974831003,943,39.0554905,-96.2053037
201974831004,876,39.1232244,-96.2807391
201974831001,861,38.9405458,-96.3984996
201974831002,1036,39.1104228,-96.0696254
201974831005,816,39.020349,-96.2819943
201974832002,821,38.9749361,-96.0737521
201974832001,921,38.8137637,-96.1757704
201974832003,603,38.8730978,-96.117531
201999541001,703,38.9197944,-101.7662353
201999541002,809,38.8707603,-101.7260234
202019786002,486,39.9014321,-97.0261362
202019786004,1074,39.8170082,-97.0472148
202019786001,979,39.9267828,-96.8572611
202019786003,478,39.9076372,-97.2564566
202019787003,1229,39.6714063,-96.957021
202019787001,598,39.7586182,-97.049899
202019787002,686,39.6902542,-97.2653807
202039576001,616,38.4819462,-101.347169
202039576002,839,38.4803623,-101.3725908
202039576003,697,38.4823955,-101.3452936
202050971001,973,37.5690551,-95.5918244
202050971002,890,37.6635349,-95.7469602
202050972001,686,37.4580198,-95.8335654
202050972002,766,37.6096365,-95.8538428
202050973002,1376,37.5375451,-95.8339695
202050973001,1064,37.5332242,-95.8159503
202050974002,1102,37.4246107,-95.6835095
202050974001,713,37.4081358,-95.6544462
202050974003,1054,37.4546964,-95.6959072
202070966001,743,37.882957,-95.848362
202070966002,816,37.8912104,-95.6229851
202070967001,632,37.8647588,-95.7298636
202070967002,924,37.8935531,-95.7343731
202090401003,755,39.143537,-94.6589754
202090401001,1382,39.139233,-94.6670369
202090401002,772,39.136714,-94.654609
202090402001,1422,39.1438481,-94.6440994
202090405001,745,39.1398569,-94.6800974
202090405002,1319,39.1323982,-94.6818342
202090406001,711,39.1319985,-94.6725663
202090406002,1122,39.132921,-94.6651802
202090406003,1022,39.1314573,-94.6574034
202090407001,857,39.1337423,-94.6471176
202090407002,934,39.132612,-94.6391678
202090409001,1282,39.1367597,-94.6252043
202090411001,1440,39.1219145,-94.6270276
202090412001,930,39.1246137,-94.6461196
202090412002,859,39.1239726,-94.639128
202090413001,1242,39.1262788,-94.6689618
202090413002,1618,39.1254527,-94.6553461
202090413003,1766,39.1204117,-94.6673476
202090413004,743,39.1201672,-94.676565
202090414001,567,39.1274388,-94.6223838
202090414002,431,39.1259875,-94.615991
202090414003,581,39.1299879,-94.6308766
202090415001,1789,39.1127566,-94.6718563
202090415002,998,39.1062796,-94.6699083
202090416001,945,39.1201015,-94.6580751
202090416002,790,39.119095,-94.6527105
202090416003,1355,39.1118316,-94.6517421
202090416004,1176,39.112705,-94.6578755
202090419001,756,39.1118553,-94.6230845
202090419002,951,39.1072472,-94.6232328
202090420012,551,39.1088002,-94.6311226
202090420011,1140,39.1117404,-94.6310281
202090420021,749,39.1061548,-94.6310865
202090420022,979,39.1027721,-94.6315517
202090421001,1023,39.107194,-94.64624
202090421002,1093,39.1080402,-94.6396952
202090421003,828,39.1042123,-94.6388399
202090422002,774,39.100956,-94.6583894
202090422001,1079,39.1063448,-94.6571349
202090423001,1133,39.1018202,-94.646648
202090423002,1097,39.1006213,-94.6400984
202090423003,1040,39.0959409,-94.6413508
202090424001,1096,39.096094,-94.6330547
202090424002,636,39.1000164,-94.6283263
202090424003,864,39.0970665,-94.6264331
202090426001,1400,39.0847704,-94.6406043
202090426002,672,39.0869686,-94.6337512
202090426003,699,39.0810814,-94.6348348
202090427002,1696,39.0670915,-94.6738614
202090427001,1813,39.0765129,-94.6739569
202090428001,671,39.0749986,-94.6602038
202090428002,1204,39.0677783,-94.655568
202090428003,1411,39.0668914,-94.6642747
202090429001,625,39.1168693,-94.6427488
202090429003,1251,39.1121936,-94.6392469
202090429002,818,39.1121044,-94.6463037
202090429004,707,39.1160931,-94.6309555
202090429005,1407,39.1161968,-94.621619
202090430001,1593,39.0704327,-94.6386141
202090430003,1244,39.0678689,-94.6244898
202090430004,0,39.0720306,-94.6127221
202090430002,688,39.0574031,-94.6412558
202090433012,804,39.0512132,-94.6250435
202090433011,1445,39.0493743,-94.6356797
202090433013,1196,39.0457761,-94.633202
202090434001,848,39.0580047,-94.6563948
202090434002,1348,39.0492101,-94.6579014
202090435001,850,39.057656,-94.6728749
202090435002,834,39.0492485,-94.6730365
202090436001,1566,39.0494562,-94.7075249
202090436003,1151,39.0549329,-94.689939
202090436002,1290,39.0541857,-94.6967501
202090436004,1246,39.050998,-94.6825314
202090436005,1395,39.0473653,-94.6933773
202090437001,1234,39.0776576,-94.6887819
202090437002,1239,39.065771,-94.6876753
202090438023,685,39.0620003,-94.725479
202090438021,610,39.0492956,-94.7521717
202090438022,10,39.0653256,-94.7514503
202090438031,1024,39.0795516,-94.7096645
202090438032,533,39.0643225,-94.7055222
202090438033,1402,39.0798362,-94.7006227
202090439031,1669,39.1225811,-94.6957997
202090439032,1465,39.1232665,-94.6823795
202090439041,1832,39.1228007,-94.7291857
202090439042,1774,39.1225443,-94.7124701
202090439051,1078,39.1080143,-94.7300061
202090439052,686,39.1081078,-94.7021922
202090440011,1049,39.0962221,-94.7791619
202090440012,1359,39.0966246,-94.7529846
202090440013,1184,39.0959483,-94.7368951
202090440022,1840,39.0824368,-94.7522921
202090440024,571,39.0865819,-94.7274499
202090440021,836,39.0761136,-94.7802995
202090440023,0,39.0616191,-94.772887
202090441011,1125,39.1110588,-94.7509868
202090441021,1202,39.1074845,-94.7701661
202090441022,1676,39.1131207,-94.7695633
202090441033,1080,39.1199227,-94.764987
202090441031,1194,39.1224854,-94.7791599
202090441032,775,39.1261487,-94.7643542
202090441042,1082,39.1254653,-94.7561074
202090441041,1680,39.1224326,-94.7457291
202090441043,742,39.1193978,-94.7563543
202090442011,636,39.1394892,-94.7803285
202090442012,1164,39.139642,-94.7641699
202090442014,1280,39.1322008,-94.7800853
202090442013,1129,39.1324359,-94.7636889
202090442023,805,39.1318562,-94.7486847
202090442021,1600,39.1372476,-94.7521948
202090442022,1468,39.1358091,-94.7397472
202090443013,594,39.1456924,-94.7104235
202090443011,671,39.1467334,-94.7292053
202090443012,1187,39.1467476,-94.7197779
202090443022,1286,39.1396729,-94.7246647
202090443021,746,39.1396323,-94.7105974
202090443031,980,39.1323316,-94.7106112
202090443032,1504,39.1324153,-94.7246208
202090444001,718,39.1393367,-94.7012189
202090444002,955,39.1392443,-94.6914586
202090444003,1407,39.1320726,-94.6966453
202090445002,1251,39.1518892,-94.6762909
202090445001,1058,39.1533405,-94.6981443
202090446013,0,39.1640408,-94.7812142
202090446011,1034,39.1562981,-94.7466103
202090446012,723,39.1583578,-94.7180467
202090446014,1004,39.1576716,-94.7748238
202090446021,0,39.1872243,-94.7817044
202090446031,0,39.1707631,-94.6841432
202090447023,14,39.0531016,-94.8013065
202090447025,1386,39.0590437,-94.8260885
202090447021,1951,39.0847616,-94.8190413
202090447022,1342,39.0556718,-94.8187113
202090447024,24,39.0603239,-94.836496
202090447032,2503,39.1357322,-94.8321589
202090447031,3,39.1156422,-94.8268431
202090447033,964,39.1189772,-94.8430599
202090447041,896,39.1360138,-94.8042464
202090447042,809,39.1162989,-94.7980816
202090448034,2389,39.1221395,-94.8812741
202090448031,1615,39.1431697,-94.8732067
202090448032,1731,39.1801792,-94.8823173
202090448033,1100,39.1795966,-94.8547583
202090448041,968,39.1582289,-94.8044326
202090448042,1351,39.1504143,-94.8330277
202090448043,2833,39.1807899,-94.8261465
202090448071,953,39.0909559,-94.8688314
202090448072,2116,39.0494878,-94.8983274
202090449001,1037,39.068947,-94.8889506
202090449002,891,39.054056,-94.8903654
202090449003,1188,39.0606886,-94.8792534
202090449004,1683,39.0615498,-94.8924794
202090451001,1147,39.0555719,-94.6188526
202090451002,56,39.0644729,-94.6203116
202090451003,782,39.0610462,-94.6160372
202090452001,501,39.0580725,-94.6096659
202090452005,1207,39.0471825,-94.6165296
202090452002,794,39.0491818,-94.6095852
202090452003,1019,39.053221,-94.6144386
202090452004,809,39.0659616,-94.6100536
202099800001,0,39.1439255,-94.6108157
202099805001,15,39.1049141,-94.6113446
202099809001,98,39.0900572,-94.6177232
202099812001,11,39.0885267,-94.6507767
202099815001,9,39.0895688,-94.6828192
201610008041,NA,39.176276,-96.5796875
201610008042,NA,39.1782881,-96.5638858
